Time,X(CH1),X(CH2),
Second,Volt,Volt,
-5.3481445e+00,-0.00000e+00,-3.99995e-02,
-5.3466797e+00,-0.00000e+00,-3.99995e-02,
-5.3452148e+00,-0.00000e+00,-3.99995e-02,
-5.3437500e+00,-0.00000e+00,-3.99995e-02,
-5.3422852e+00,-0.00000e+00,-3.99995e-02,
-5.3408203e+00,-0.00000e+00,4.76837e-07,
-5.3393555e+00,-0.00000e+00,-3.99995e-02,
-5.3378906e+00,-0.00000e+00,-3.99995e-02,
-5.3364258e+00,-0.00000e+00,-3.99995e-02,
-5.3349609e+00,-0.00000e+00,-3.99995e-02,
-5.3334961e+00,-0.00000e+00,-3.99995e-02,
-5.3320313e+00,-0.00000e+00,-3.99995e-02,
-5.3305664e+00,-0.00000e+00,-3.99995e-02,
-5.3291016e+00,4.00000e-02,-3.99995e-02,
-5.3276367e+00,-0.00000e+00,-3.99995e-02,
-5.3261719e+00,-0.00000e+00,-3.99995e-02,
-5.3247070e+00,-0.00000e+00,-3.99995e-02,
-5.3232422e+00,-0.00000e+00,-3.99995e-02,
-5.3217773e+00,-0.00000e+00,-7.99999e-02,
-5.3203125e+00,-0.00000e+00,4.76837e-07,
-5.3188477e+00,-0.00000e+00,-3.99995e-02,
-5.3173828e+00,-0.00000e+00,-3.99995e-02,
-5.3159180e+00,-0.00000e+00,-3.99995e-02,
-5.3144531e+00,-0.00000e+00,-3.99995e-02,
-5.3129883e+00,-0.00000e+00,-3.99995e-02,
-5.3115234e+00,-0.00000e+00,-3.99995e-02,
-5.3100586e+00,-0.00000e+00,-3.99995e-02,
-5.3085938e+00,-0.00000e+00,-3.99995e-02,
-5.3071289e+00,-0.00000e+00,-3.99995e-02,
-5.3056641e+00,-0.00000e+00,-3.99995e-02,
-5.3041992e+00,-0.00000e+00,-3.99995e-02,
-5.3027344e+00,-0.00000e+00,-3.99995e-02,
-5.3012695e+00,-0.00000e+00,-3.99995e-02,
-5.2998047e+00,-0.00000e+00,-3.99995e-02,
-5.2983398e+00,-0.00000e+00,-3.99995e-02,
